Packet ID,Hops,End-to-end Delay
1702,2,0.03031700000000015
1741,2,0.08104299999999975
2056,2,0.0794769999999998
393,2,0.08104299999999998
1125,2,0.08104299999999975
966,1,0.014000000000000012
385,1,0.014000000000000012
785,1,0.014000000000000012
556,1,0.014000000000000012
1202,2,0.0794100000000002
1876,2,0.0794100000000002
1588,2,0.07940999999999976
1839,2,0.0810430000000002
1089,2,0.030316999999999927
2494,3,0.0411999999999999
2001,1,0.01399999999999979
314,2,0.030316999999999927
1359,3,0.08343400000000001
1556,2,0.03031700000000015
1577,1,0.014000000000000234
729,3,0.08362599999999998
885,3,0.08311399999999991
1978,2,0.08104400000000034
1352,1,0.01399999999999979
330,1,0.014000000000000012
1937,2,0.08104299999999975
1748,2,0.0794769999999998
1483,2,0.0810430000000002
518,2,0.07940999999999998
843,2,0.08104299999999998
2250,2,0.030316999999999705
2223,2,0.03031600000000001
1781,2,0.0810430000000002
112,2,0.062828
2349,1,0.01399999999999979
161,2,0.03031700000000004
896,2,0.030316999999999927
17,1,0.013999999999999999
1436,2,0.08104400000000034
1655,1,0.01399999999999979
346,2,0.077843
668,1,0.014000000000000012
2063,2,0.0810430000000002
2105,2,0.03031700000000015
250,1,0.014000000000000012
533,2,0.03031600000000001
760,2,0.030316999999999927
2369,2,0.03031600000000001
2219,3,0.08394600000000008
537,2,0.030316999999999927
2098,2,0.03031700000000015
1047,2,0.08104299999999998
469,2,0.03031600000000001
583,2,0.08104299999999998
555,2,0.08104299999999998
1151,2,0.08104299999999975
695,3,0.08394600000000008
203,1,0.014000000000000012
254,2,0.03031700000000004
1219,2,0.0810430000000002
709,3,0.08285799999999988
230,1,0.014000000000000012
27,1,0.013999999999999999
714,3,0.08138599999999996
645,2,0.03031600000000001
923,2,0.03031600000000001
1552,1,0.014000000000000234
1724,2,0.08104400000000034
1492,2,0.030316999999999705
2480,3,0.0411999999999999
1401,1,0.01399999999999979
623,2,0.08104299999999998
2299,1,0.01399999999999979
1531,2,0.0810430000000002
2441,1,0.013999999999999346
146,2,0.03031600000000001
222,3,0.07549800000000007
983,3,0.08362599999999998
2309,1,0.01399999999999979
2354,2,0.0794769999999998
301,1,0.014000000000000012
43,2,0.043184
234,2,0.07498199999999994
2416,3,0.0411999999999999
1315,3,0.08336999999999994
74,2,0.05512800000000001
759,2,0.08104299999999998
2269,2,0.0810430000000002
1336,2,0.03031700000000015
1109,2,0.03031600000000001
660,3,0.08093799999999995
286,2,0.07784400000000002
1023,2,0.08104299999999998
72,2,0.05512800000000001
308,3,0.080426
1209,2,0.0810430000000002
1158,2,0.07940999999999976
1021,2,0.03031600000000001
1900,2,0.0810439999999999
512,1,0.014000000000000012
255,2,0.07627699999999993
707,1,0.014000000000000012
1453,2,0.0810430000000002
2094,2,0.03031700000000015
1981,2,0.08104299999999975
855,2,0.03031600000000001
1877,3,0.08381799999999995
2492,3,0.0411999999999999
2148,1,0.014000000000000234
458,1,0.014000000000000012
1677,2,0.0810430000000002
1489,1,0.014000000000000234
1276,3,0.08183400000000018
2145,2,0.03031600000000001
77,1,0.014000000000000012
1152,1,0.014000000000000012
741,1,0.014000000000000012
2483,1,0.014000000000000234
44,2,0.04807800000000001
1429,2,0.08104299999999975
95,1,0.014000000000000012
821,2,0.030315999999999788
415,2,0.03031600000000001
2157,2,0.0810430000000002
551,1,0.014000000000000012
1062,2,0.030316999999999927
2509,1,0.014000000000000234
1162,2,0.07947700000000024
1283,1,0.014000000000000234
929,3,0.0831780000000002
886,2,0.03031700000000015
1933,1,0.01399999999999979
1607,2,0.03031600000000001
1465,2,0.030316999999999705
2122,2,0.03031700000000015
677,2,0.08104299999999998
2151,2,0.08104299999999975
58,2,0.03031600000000001
2322,2,0.03031700000000015
288,3,0.079658
289,2,0.077843
549,2,0.08104299999999998
576,2,0.07947700000000002
1443,2,0.0810430000000002
1420,1,0.01399999999999979
1964,2,0.07940999999999976
199,1,0.014000000000000012
661,2,0.08104299999999998
332,2,0.07941000000000009
1117,1,0.014000000000000012
1044,1,0.014000000000000012
1814,2,0.03031700000000015
1574,3,0.08189800000000025
1608,3,0.08157799999999993
1688,2,0.030316999999999705
2329,1,0.01399999999999979
2266,2,0.07947700000000024
1145,2,0.0810430000000002
1947,2,0.0810430000000002
2348,2,0.03031700000000015
2385,2,0.03031600000000001
302,2,0.07784399999999991
2013,2,0.03031600000000001
1148,2,0.08104400000000012
2051,1,0.01399999999999979
341,2,0.03031600000000001
240,2,0.07505000000000006
46,3,0.046082999999999985
2160,3,0.08164199999999999
2215,2,0.08104299999999975
453,1,0.014000000000000012
1625,1,0.01399999999999979
189,1,0.014000000000000012
943,2,0.03031600000000001
2353,1,0.01399999999999979
2055,1,0.01399999999999979
2159,2,0.03031600000000001
34,3,0.04119999999999999
2011,1,0.01399999999999979
553,3,0.08336999999999994
797,3,0.082986
1635,1,0.01399999999999979
1358,2,0.0810439999999999
1957,1,0.01399999999999979
2358,1,0.01399999999999979
603,2,0.08104299999999998
2173,1,0.014000000000000234
2403,3,0.051434000000000424
392,3,0.08202600000000004
666,2,0.03031700000000015
468,1,0.014000000000000012
1471,3,0.08285800000000032
215,1,0.014000000000000012
1736,2,0.030316999999999705
1739,2,0.03031600000000001
93,3,0.041200000000000014
1941,2,0.0810430000000002
503,2,0.03031600000000001
1528,1,0.014000000000000234
2153,1,0.014000000000000234
1585,2,0.0810430000000002
1154,3,0.08202600000000038
2103,2,0.08104299999999975
1717,2,0.0810430000000002
219,1,0.014000000000000012
726,2,0.03031700000000015
2025,2,0.0810430000000002
426,3,0.08170599999999995
1132,1,0.014000000000000012
1908,2,0.03031700000000015
1898,2,0.03031700000000015
1412,2,0.07940999999999976
1078,2,0.030316999999999927
2031,1,0.01399999999999979
2168,1,0.014000000000000234
1800,2,0.030316999999999705
772,2,0.0794100000000002
1128,2,0.08104400000000012
1482,2,0.03031700000000015
1746,2,0.030316999999999705
394,2,0.03031700000000004
2217,1,0.01399999999999979
1605,2,0.0810430000000002
2042,2,0.0794100000000002
2134,2,0.07947700000000024
951,1,0.014000000000000012
2069,2,0.0810430000000002
127,1,0.013999999999999957
2203,2,0.03031600000000001
1448,2,0.03031700000000015
1157,1,0.014000000000000234
2187,1,0.014000000000000234
2071,2,0.03031600000000001
1101,2,0.08104299999999998
2517,1,0.014000000000000234
577,2,0.03031600000000001
671,2,0.08104299999999998
373,2,0.08104299999999998
864,2,0.07947700000000002
1973,2,0.03031700000000015
1194,2,0.030316999999999705
2335,2,0.03031600000000001
1865,1,0.014000000000000234
1459,1,0.014000000000000234
2458,3,0.0411999999999999
1878,2,0.03031700000000015
1368,2,0.0794100000000002
447,2,0.08104299999999998
1903,2,0.0810430000000002
1994,3,0.08176999999999968
2325,2,0.03031600000000001
1988,2,0.0810439999999999
1784,3,0.08183400000000018
2364,2,0.0810439999999999
305,1,0.014000000000000012
628,2,0.03031700000000015
113,1,0.014000000000000012
1869,2,0.08104299999999975
631,3,0.08311400000000013
2099,1,0.014000000000000234
2498,3,0.0411999999999999
2525,1,0.014000000000000234
572,2,0.07940999999999998
2423,1,0.013999999999999346
178,1,0.014000000000000012
2472,3,0.0411999999999999
1570,2,0.03031700000000015
408,2,0.030316999999999927
1575,2,0.0810430000000002
569,2,0.08104299999999998
644,1,0.014000000000000012
1572,1,0.014000000000000234
1338,2,0.0794769999999998
1180,2,0.03031700000000015
66,2,0.045407
1199,2,0.08104299999999975
414,1,0.014000000000000012
1086,3,0.08266600000000013
592,3,0.08157799999999993
907,1,0.014000000000000012
2201,2,0.0810430000000002
221,2,0.073214
1700,2,0.0794100000000002
123,1,0.014000000000000012
1539,2,0.03031600000000001
1550,3,0.08260200000000006
2085,1,0.014000000000000234
367,3,0.08273000000000008
655,2,0.03031600000000001
2285,1,0.01399999999999979
1680,2,0.0810439999999999
223,2,0.030316000000000065
173,1,0.013999999999999957
388,2,0.030316999999999927
2515,1,0.014000000000000234
471,2,0.08104299999999998
2392,2,0.03031600000000001
857,2,0.08104299999999998
1787,1,0.014000000000000234
1366,2,0.03031700000000015
751,1,0.014000000000000012
333,3,0.08304999999999996
2060,1,0.01399999999999979
504,3,0.08145000000000002
939,3,0.08356200000000014
359,2,0.07947700000000002
1106,2,0.03031700000000015
1484,1,0.014000000000000234
2229,2,0.0810430000000002
406,3,0.08093799999999995
761,1,0.014000000000000012
277,2,0.03031700000000004
1124,3,0.08087399999999989
619,1,0.014000000000000012
1437,3,0.08317799999999975
870,3,0.08087399999999989
1370,2,0.030316999999999705
2378,2,0.03031600000000001
1765,2,0.0810430000000002
395,1,0.014000000000000012
1796,2,0.03031700000000015
2109,1,0.014000000000000234
2409,2,0.03031600000000001
654,2,0.0794769999999998
1226,2,0.0810439999999999
1494,2,0.0794769999999998
2040,2,0.03031700000000015
2432,3,0.0411999999999999
973,3,0.08324200000000004
464,2,0.081044
530,2,0.03031700000000004
2074,2,0.03031700000000015
319,2,0.07947700000000002
505,2,0.08104299999999987
1737,2,0.08104299999999975
142,2,0.03031600000000001
747,2,0.030316999999999927
1333,1,0.01399999999999979
1701,3,0.08356199999999969
1189,2,0.08104299999999975
1140,2,0.03031700000000015
525,2,0.08104300000000009
1409,2,0.0810430000000002
2445,1,0.013999999999999346
140,2,0.05662600000000001
1043,2,0.08104299999999998
2487,1,0.014000000000000234
2257,2,0.03031600000000001
1134,3,0.08125799999999983
2133,1,0.014000000000000234
1620,2,0.03031700000000015
2038,3,0.08183399999999974
558,3,0.08189800000000003
157,2,0.030316999999999983
840,2,0.08104400000000012
1392,2,0.0810439999999999
2435,1,0.013999999999999346
2226,1,0.01399999999999979
210,2,0.03031600000000001
1966,2,0.03031700000000015
103,2,0.04807899999999998
1469,1,0.014000000000000234
1615,2,0.08104299999999975
2244,2,0.03031700000000015
554,2,0.03031700000000015
1072,2,0.03031700000000015
1833,3,0.08375400000000033
2438,3,0.0411999999999999
935,2,0.08104299999999998
1245,1,0.014000000000000234
193,1,0.014000000000000012
679,2,0.03031600000000001
773,3,0.08369000000000004
1150,2,0.03031700000000015
1347,1,0.01399999999999979
1698,2,0.030316999999999705
1323,1,0.01399999999999979
2138,2,0.030316999999999705
1785,2,0.08104299999999975
930,2,0.030316999999999927
1296,3,0.08260200000000006
746,1,0.014000000000000012
1537,1,0.014000000000000234
1779,3,0.08330600000000032
175,3,0.072106
1237,3,0.0836260000000002
1826,1,0.014000000000000234
1886,3,0.08087400000000011
1383,2,0.03031600000000001
796,2,0.08104400000000012
1853,2,0.08104299999999975
1882,3,0.08234600000000025
110,3,0.057962000000000014
1972,1,0.01399999999999979
1462,3,0.08247400000000038
1587,1,0.014000000000000234
1223,2,0.0810430000000002
1980,2,0.030316999999999705
2205,2,0.08104299999999975
1085,2,0.03031600000000001
795,1,0.014000000000000012
2401,1,0.013999999999999346
945,2,0.08104299999999998
1213,2,0.0810430000000002
2126,3,0.08196200000000031
1339,2,0.03031600000000001
1864,2,0.03031700000000015
172,2,0.071241
932,1,0.014000000000000012
323,3,0.08266600000000002
1693,2,0.08104299999999975
1198,3,0.08209
262,2,0.07621
2073,2,0.0810430000000002
207,2,0.030316999999999983
2208,2,0.07940999999999976
2106,3,0.08119399999999999
63,1,0.014000000000000012
2189,3,0.08279400000000026
2163,1,0.014000000000000234
1053,2,0.08104299999999998
1533,1,0.014000000000000234
1848,3,0.08266600000000013
914,3,0.08093799999999995
924,3,0.08132200000000012
711,2,0.08104299999999998
1006,2,0.0810439999999999
788,3,0.08260200000000006
195,2,0.068243
310,2,0.03031600000000001
2521,1,0.014000000000000234
1991,2,0.08104299999999975
506,2,0.030316999999999927
1548,2,0.07947700000000024
187,2,0.07178200000000001
495,2,0.08104299999999998
1945,3,0.08317799999999975
2327,2,0.08104299999999975
1299,2,0.03031700000000015
1844,2,0.03031700000000015
2326,3,0.08151399999999986
2032,2,0.0810439999999999
1175,2,0.0810430000000002
1470,2,0.0810439999999999
1332,2,0.030316999999999705
24,3,0.04119999999999999
1292,2,0.03031700000000015
766,1,0.01399999999999979
1404,2,0.03031700000000015
2318,2,0.03031700000000015
1102,2,0.030316999999999927
1449,1,0.01399999999999979
2114,1,0.014000000000000234
2066,2,0.0810439999999999
899,2,0.03031600000000001
1362,1,0.01399999999999979
2210,2,0.03031700000000015
201,3,0.07140200000000002
1685,2,0.03031600000000001
687,1,0.014000000000000012
1052,2,0.030316999999999927
50,3,0.041200000000000014
2135,2,0.03031600000000001
2351,3,0.08413799999999982
2469,1,0.014000000000000234
1236,2,0.07940999999999976
2346,3,0.08228199999999974
285,1,0.014000000000000012
522,2,0.07947699999999991
629,1,0.014000000000000012
1840,2,0.03031700000000015
51,1,0.014000000000000012
2380,2,0.03031700000000015
911,2,0.08104299999999998
168,2,0.071241
351,2,0.03031600000000001
312,2,0.07940999999999998
455,3,0.08285799999999999
1553,2,0.03031700000000015
542,2,0.081044
1326,2,0.030316999999999705
1580,2,0.03031700000000015
2190,2,0.03031700000000015
68,2,0.045407
913,2,0.03031700000000015
244,2,0.03031700000000004
632,2,0.030316999999999927
1578,2,0.0794100000000002
198,2,0.06987700000000002
2018,3,0.08106599999999986
1613,3,0.08343400000000001
137,2,0.03031600000000001
837,2,0.08104299999999998
2360,3,0.08119399999999954
1842,2,0.07940999999999976
1547,1,0.014000000000000234
1918,2,0.03031700000000015
2119,1,0.014000000000000234
1206,2,0.0794769999999998
2388,1,0.013999999999999346
340,1,0.014000000000000012
752,2,0.0810439999999999
1809,2,0.0810430000000002
1558,2,0.0810439999999999
1777,1,0.014000000000000234
2465,1,0.014000000000000234
1845,1,0.014000000000000234
769,2,0.08104299999999998
596,2,0.08104400000000012
806,2,0.08104400000000012
1668,2,0.03031700000000015
1725,3,0.08285799999999988
2340,2,0.07940999999999976
1621,1,0.01399999999999979
3,3,0.0412
2486,3,0.0411999999999999
190,2,0.07178300000000004
1208,3,0.08247399999999994
132,3,0.06218600000000002
757,2,0.03031600000000001
184,2,0.07123999999999997
564,2,0.030316999999999927
2491,1,0.014000000000000234
2366,2,0.030316999999999705
994,2,0.030316999999999927
276,2,0.07627700000000004
2017,2,0.030316999999999705
265,1,0.013999999999999901
2181,2,0.0810430000000002
1357,1,0.01399999999999979
493,2,0.03031700000000004
497,1,0.013999999999999901
1771,2,0.0810430000000002
2242,2,0.0810439999999999
2179,2,0.03031600000000001
2154,2,0.08104400000000034
1354,3,0.08157799999999993
1751,2,0.0810430000000002
2372,2,0.030316999999999705
2499,1,0.014000000000000234
304,2,0.03031700000000004
1851,2,0.03031700000000015
2170,3,0.08202599999999993
57,1,0.013999999999999985
1105,3,0.08343400000000023
2125,2,0.03031600000000001
2464,3,0.0411999999999999
538,3,0.08112999999999992
1694,1,0.01399999999999979
1500,2,0.0794100000000002
1811,1,0.014000000000000234
765,2,0.08104299999999998
700,3,0.08247399999999994
1762,1,0.01399999999999979
76,3,0.05822399999999997
2456,3,0.0411999999999999
816,2,0.07940999999999998
1034,2,0.03031700000000015
874,2,0.0810439999999999
1990,2,0.030316999999999705
987,2,0.03031600000000001
2293,2,0.08104299999999975
1024,2,0.03031700000000015
2347,2,0.08104299999999975
2306,2,0.0794100000000002
2518,1,0.014000000000000234
1400,2,0.030316999999999705
1408,3,0.08202599999999993
1793,2,0.03031600000000001
274,2,0.03031600000000001
48,3,0.04208299999999998
1405,2,0.0810430000000002
2389,3,0.06743400000000044
916,2,0.030316999999999927
2371,2,0.0810430000000002
563,3,0.08375399999999988
2150,3,0.08125800000000005
849,1,0.014000000000000012
2149,2,0.03031700000000015
1707,2,0.0810430000000002
2166,2,0.030316999999999705
329,2,0.07947699999999991
139,2,0.05173099999999997
1934,2,0.0810439999999999
0,3,0.0412
2375,3,0.08343400000000045
1665,1,0.01399999999999979
974,2,0.03031700000000015
1512,2,0.030316999999999705
180,2,0.07123999999999997
293,2,0.03031700000000004
1554,3,0.08112999999999992
657,2,0.08104299999999998
1728,1,0.01399999999999979
1852,3,0.08119399999999999
2100,2,0.07947700000000024
777,2,0.03031600000000001
33,1,0.014000000000000012
2421,1,0.013999999999999346
1987,1,0.01399999999999979
2015,2,0.0810430000000002
357,3,0.08234600000000003
152,2,0.07130799999999998
2206,2,0.03031700000000015
441,3,0.08394600000000008
2265,1,0.01399999999999979
1149,3,0.08349799999999985
350,2,0.077843
938,2,0.07940999999999998
1893,2,0.0810430000000002
1039,1,0.014000000000000012
1756,2,0.030316999999999705
248,3,0.07812200000000002
853,2,0.08104299999999998
882,2,0.030316999999999927
344,2,0.03031700000000004
1056,3,0.08151399999999986
881,2,0.08104299999999998
912,1,0.014000000000000012
2002,2,0.0794769999999998
432,2,0.030316999999999927
978,3,0.08177000000000012
1946,2,0.03031700000000015
1040,2,0.07947700000000002
1525,3,0.08330600000000032
1386,1,0.01399999999999979
2240,2,0.030316999999999705
1290,2,0.07940999999999976
2000,2,0.03031700000000015
1424,2,0.03031700000000015
1705,2,0.03031600000000001
23,1,0.013999999999999999
2059,2,0.0810430000000002
743,2,0.03031600000000001
326,2,0.077843
1689,1,0.01399999999999979
1328,2,0.0794769999999998
84,1,0.014000000000000012
145,1,0.014000000000000012
1179,2,0.08104299999999975
404,1,0.014000000000000012
379,2,0.07947699999999991
336,2,0.077843
1038,2,0.030316999999999927
1690,2,0.0810439999999999
2457,1,0.014000000000000234
756,1,0.014000000000000012
1415,1,0.01399999999999979
438,2,0.03031700000000004
71,2,0.050234
982,2,0.07940999999999998
1306,2,0.030316999999999705
1599,2,0.08104299999999975
1894,1,0.014000000000000234
2228,3,0.0810019999999998
775,1,0.014000000000000012
1146,2,0.030316999999999927
1720,3,0.0810019999999998
2259,2,0.0810430000000002
1250,2,0.0794769999999998
1888,2,0.03031700000000015
1932,2,0.030316999999999705
1753,1,0.01399999999999979
1713,1,0.01399999999999979
1824,2,0.03031700000000015
2236,1,0.01399999999999979
170,2,0.03031600000000001
1503,1,0.014000000000000234
7,3,0.041199999999999994
738,2,0.07940999999999998
1113,1,0.014000000000000012
12,3,0.041199999999999994
384,2,0.030316999999999927
749,2,0.0810430000000002
1260,2,0.0810439999999999
946,2,0.030316999999999927
1271,3,0.08330599999999988
1036,2,0.07940999999999998
2478,3,0.0411999999999999
622,3,0.08273000000000019
1831,1,0.014000000000000234
2283,2,0.08104299999999975
1545,3,0.0840740000000002
2263,3,0.08401000000000014
727,1,0.014000000000000012
1263,2,0.08104299999999975
486,2,0.03031700000000004
1344,3,0.08119399999999999
952,2,0.07947700000000002
988,3,0.08215400000000006
2447,1,0.013999999999999346
2490,3,0.0411999999999999
387,3,0.08349799999999996
1214,2,0.03031700000000015
418,2,0.03031700000000004
779,2,0.08104299999999998
2233,3,0.08285799999999988
2072,3,0.08151400000000031
1885,1,0.014000000000000234
694,2,0.07940999999999998
2356,3,0.08266600000000013
692,2,0.03031700000000015
1971,2,0.08104299999999975
2365,3,0.08304999999999962
2164,2,0.08104400000000034
169,1,0.013999999999999957
1768,2,0.0810439999999999
1836,2,0.07947700000000024
1074,2,0.07947700000000002
6,1,0.013999999999999999
1589,3,0.08413799999999982
327,2,0.03031700000000004
1305,3,0.082986
1521,2,0.0810430000000002
15,1,0.013999999999999999
1103,1,0.014000000000000012
1438,2,0.030316999999999705
1491,3,0.0836260000000002
1584,3,0.08228200000000019
1447,3,0.08356199999999969
52,3,0.041200000000000014
1165,2,0.0810430000000002
1520,3,0.08145000000000024
266,2,0.07464300000000001
435,2,0.03031600000000001
774,2,0.030316999999999927
934,3,0.08170600000000006
2333,2,0.0810430000000002
1959,2,0.03031600000000001
1273,2,0.0810430000000002
155,2,0.07123999999999997
1061,3,0.08336999999999994
1647,3,0.08311400000000013
900,3,0.08202599999999993
1530,3,0.08183400000000018
2234,2,0.03031700000000015
575,1,0.014000000000000012
454,2,0.081044
492,1,0.014000000000000012
643,2,0.08104299999999998
133,2,0.03031700000000004
489,2,0.03031600000000001
550,2,0.030316999999999927
2460,3,0.0411999999999999
1591,1,0.014000000000000234
1769,3,0.08292200000000038
2227,2,0.03031700000000015
1439,2,0.08104299999999975
1073,1,0.01399999999999979
1042,3,0.08260199999999984
1555,2,0.08104299999999975
192,2,0.03031600000000001
710,2,0.030316999999999927
2123,2,0.08104299999999975
320,1,0.014000000000000012
959,2,0.08104299999999998
205,2,0.07144399999999995
1445,1,0.01399999999999979
69,2,0.05030100000000001
261,1,0.014000000000000012
1173,3,0.08279400000000026
1527,2,0.0810430000000002
1818,3,0.08151400000000031
968,3,0.08138599999999996
1734,2,0.08104400000000034
2249,2,0.0810430000000002
2061,2,0.030316999999999705
89,3,0.04119999999999996
535,2,0.08104299999999998
324,2,0.03031700000000004
1131,2,0.08104299999999998
1184,2,0.030316999999999705
905,3,0.08388200000000001
2030,2,0.03031700000000015
1767,1,0.014000000000000234
1583,2,0.03031600000000001
403,2,0.08104299999999998
1171,1,0.014000000000000234
1795,2,0.08104299999999975
1808,3,0.08113000000000037
2028,3,0.0814499999999998
2245,2,0.08104299999999975
2313,2,0.0810430000000002
835,2,0.030316999999999927
226,2,0.03031600000000001
2459,1,0.014000000000000234
686,2,0.030316999999999927
618,2,0.03031700000000015
1887,2,0.0810430000000002
1606,1,0.01399999999999979
1285,2,0.03031600000000001
1919,1,0.01399999999999979
1986,2,0.03031700000000015
1915,2,0.03031600000000001
41,2,0.04311599999999999
514,3,0.08183399999999996
2399,3,0.05543399999999998
842,2,0.030316999999999927
1692,2,0.03031700000000015
1186,1,0.014000000000000234
790,1,0.014000000000000012
844,1,0.014000000000000012
2510,3,0.0411999999999999
1192,2,0.0794100000000002
970,2,0.030316999999999927
1244,2,0.03031700000000015
490,3,0.082538
1670,2,0.07947700000000024
1446,2,0.0794100000000002
1108,1,0.014000000000000012
954,3,0.08247400000000016
2088,2,0.03031700000000015
122,2,0.077511
1569,3,0.08336999999999994
194,2,0.030315999999999954
830,2,0.07947700000000002
1434,2,0.03031700000000015
2050,2,0.03031700000000015
1586,2,0.030316999999999705
1935,3,0.08279399999999981
733,2,0.03031600000000001
338,3,0.08157799999999993
1956,2,0.03031700000000015
421,3,0.08317799999999997
1137,1,0.014000000000000012
1277,2,0.0810430000000002
1049,1,0.014000000000000012
1385,2,0.08104299999999975
728,2,0.07940999999999998
1789,3,0.08369000000000026
2087,3,0.08375400000000033
578,3,0.0826659999999999
452,2,0.03031700000000004
1627,2,0.03031600000000001
2128,2,0.030316999999999705
557,2,0.03031600000000001
2476,3,0.0411999999999999
809,2,0.08104299999999998
965,2,0.08104299999999998
75,2,0.06002200000000002
1065,2,0.03031600000000001
1995,2,0.0810430000000002
2197,1,0.014000000000000234
